;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;demanda
22;4748,027;5016,153746;4882,691338;3399,216501;3461,884195;3973,025234;2671,234183;3680,224483;3852,334155;4261,927396;3406,003224;3497,456168;3420,478996;4638,853995;4718,922092;3603,619129;3700,437961;3703,018574;3788,122004;3245,064828;4318,236199;3938,794886;4100,112416;4662,225166;2548,88116;2947,892273;1825,723542;1941,180576;2560,50285;1571,538323;2127,687204;1867,432055;2095,004849;1458,385811;1715,191247;2202,563494;1630,238974;4142,184164;2935,071332;2058,644916;2323,028283;1375,844147;495,7075611;1051,473154;1655,478066;2208,736188;1594,264752;1171,988908;404,7326612;2172,408104;1874,668681;1868,946752;1828,306772;1699,320352;1929,887599;1853,705412;711,4242906;1650,364704;3266,781847;2319,789608;1922,915138;1883,344438;2769,487558;2359,76978;1290,250783;1538,964576;1678,563428;1806,491008;2007,059135;2146,680391;47
23;4776,193145;5044,319891;4910,857483;3427,382646;3490,05034;4001,191379;2699,400328;3708,390628;3880,5003;4290,093541;3434,169369;3525,622313;3448,645141;4667,02014;4747,088237;3631,785274;3728,604106;3731,184719;3816,288149;3273,230973;4346,402344;3966,961031;4128,278561;4690,391311;2577,047305;2930,809367;1853,889687;1923,867124;2543,189398;1599,704468;2155,853349;1895,5982;2123,170994;1486,551956;1698,108342;2230,729639;1658,405119;4125,101259;2917,988426;2086,811061;2351,194428;1358,530694;523,8737061;1079,639299;1638,39516;2191,653282;1576,9513;1154,675456;432,8988062;2200,574249;1902,834826;1897,112897;1856,472917;1727,486497;1958,053744;1881,871557;739,5904356;1678,530849;3249,698942;2302,706702;1951,081283;1911,510583;2797,653703;2387,935925;1272,93733;1521,651124;1661,249975;1789,177556;1989,745683;2129,366939;41
24;4658,530094;4926,65684;4793,194432;3309,719595;3372,387289;3883,528328;2579,232923;3590,727577;3762,837249;4172,430491;3316,506319;3407,959263;3330,98209;4549,357089;4629,425187;3514,122224;3610,941056;3613,521668;3698,625098;3155,567923;4228,739294;3849,29798;4010,61551;4572,728261;2456,879899;3176,147788;1689,410726;2169,436091;2788,758365;1435,225508;2035,685944;1777,935149;2003,003588;1624,898259;1943,446762;2110,562234;1764,976303;4370,439679;3163,326847;2193,382245;2233,531377;1604,099662;650,0564969;961,9762485;1883,733581;2436,991703;1822,520267;1400,244423;558,1850888;2080,406843;1785,171775;1779,449847;1738,809867;1607,319091;1793,574783;1717,392596;575,1114752;1800,80202;3495,037362;2548,045123;1830,913878;1791,343178;2677,486297;2223,456964;1518,506298;1767,220091;1906,818943;2034,746523;2235,31465;2374,935906;33
25;4693,50667;4961,633416;4828,171008;3344,696172;3407,363866;3918,504905;2616,713854;3625,704154;3797,813825;4207,407067;3351,482895;3442,935839;3365,958666;4584,333666;4664,401763;3549,0988;3645,917632;3648,498244;3733,601674;3190,544499;4263,71587;3884,274556;4045,592086;4607,704837;2494,360831;2893,371944;1771,203213;1886,660247;2505,982521;1517,017994;2073,166875;1812,911726;2040,48452;1403,865482;1660,670918;2148,043165;1575,718644;4087,663835;2880,551002;2004,124587;2268,507954;1321,323817;441,1872319;996,9528249;1600,957737;2154,215858;1539,744423;1117,468579;350,2123319;2117,887774;1820,148352;1814,426423;1773,786443;1644,800022;1875,36727;1799,185082;656,9039613;1595,844375;3212,261518;2265,269279;1868,394809;1828,824109;2714,967228;2305,24945;1235,730453;1484,444247;1624,043098;1751,970679;1952,538806;2092,160062;28
26;4665,540759;4933,667505;4800,205097;3316,73026;3379,397954;3890,538993;2588,747942;3597,738242;3769,847914;4179,441156;3323,516983;3414,969927;3337,992755;4556,367754;4636,435851;3521,132889;3617,95172;3620,532333;3705,635763;3162,578587;4235,749958;3856,308645;4017,626175;4579,738925;2466,394919;2865,406032;1743,237301;1858,694335;2478,016609;1489,052083;2045,200964;1784,945814;2012,518608;1375,89957;1632,705007;2120,077254;1547,752733;4059,697924;2852,585091;1976,158675;2240,542042;1293,357906;413,2213202;968,9869132;1572,991825;2126,249947;1511,778511;1089,502668;322,2464203;2089,921863;1792,18244;1786,460511;1745,820531;1616,834111;1847,401358;1771,219171;628,9380497;1567,878463;3184,295606;2237,303367;1840,428897;1800,858197;2687,001317;2277,283539;1207,764542;1456,478335;1596,077187;1724,004767;1924,572894;2064,194151;41
27;4604,739904;4872,86665;4739,404242;3255,929405;3318,597099;3829,738138;2525,442732;3536,937387;3709,047059;4118,6403;3262,716128;3354,169072;3277,1919;4495,566899;4575,634996;3460,332033;3557,150865;3559,731478;3644,834908;3101,777732;4174,949103;3795,50779;3956,82532;4518,93807;2403,089709;3122,357597;1635,620536;2115,645901;2734,968175;1381,435318;1981,895753;1724,144959;1949,213398;1571,108069;1889,656572;2056,772043;1711,186112;4316,649489;3109,536656;2139,592055;2179,741187;1550,309471;596,2663064;908,1860581;1829,943391;2383,201512;1768,730077;1346,454233;504,3948984;2026,616653;1731,381585;1725,659656;1685,019676;1553,528901;1739,784593;1663,602406;521,3212848;1747,01183;3441,247172;2494,254933;1777,123687;1737,552987;2623,696106;2169,666774;1464,716107;1713,429901;1853,028752;1980,956333;2181,52446;2321,145716;31
28;4631,885844;4900,01259;4766,550182;3283,075346;3345,74304;3856,884079;2552,588673;3564,083328;3736,192999;4145,786241;3289,862069;3381,315013;3304,33784;4522,71284;4602,780937;3487,477974;3584,296806;3586,877418;3671,980848;3128,923673;4202,095044;3822,65373;3983,97126;4546,084011;2430,235649;3149,503538;1662,766477;2142,791842;2762,114116;1408,581258;2009,041694;1751,2909;1976,359339;1598,25401;1916,802513;2083,917984;1738,332053;4343,79543;3136,682597;2166,737996;2206,887128;1577,455412;623,4122472;935,3319989;1857,089332;2410,347453;1795,876017;1373,600174;531,5408392;2053,762593;1758,527526;1752,805597;1712,165617;1580,674841;1766,930534;1690,748347;548,4672256;1774,15777;3468,393113;2521,400874;1804,269628;1764,698928;2650,842047;2196,812715;1491,862048;1740,575841;1880,174693;2008,102273;2208,670401;2348,291657;21
29;5995,962532;6264,089278;6130,62687;4647,152033;4709,819727;5220,960766;4231,782847;4928,160016;5100,269687;5509,862929;4653,938757;4745,391701;4668,414528;5886,789527;5966,857625;4851,554662;4948,373494;4950,954106;5036,057536;4493,000361;5566,171732;5186,730418;5348,047948;5910,160699;4274,825972;1055,667437;3295,340497;994,9783021;545,4043081;3335,707234;4352,650479;3076,928413;4214,724225;1905,367458;1887,141547;4322,282871;2317,737022;1647,180492;1735,450103;2607,6658;3532,754926;1725,557339;2499,8286;2798,768089;1408,98494;1380,55739;1537,5673;1853,001752;2560,997836;3500,820201;3122,604214;3116,882285;3037,803131;3924,283626;4078,166679;3452,064652;3193,611084;2253,197536;1511,439736;1464,759337;4042,634515;4003,063814;4065,615308;1948,235346;1807,633285;1427,970103;1453,917626;1163,048575;985,3952109;880,8953454;37
30;6193,23778;6461,364526;6327,902118;4844,427282;4907,094976;5418,236015;4429,058096;5125,435264;5297,544935;5707,138177;4851,214005;4942,666949;4865,689776;6084,064776;6164,132873;5048,82991;5145,648742;5148,229354;5233,332784;4690,275609;5763,44698;5384,005666;5545,323196;6107,435947;4472,10122;748,7156302;3500,747577;1192,25355;750,8113877;3541,114313;4549,925727;3274,203661;4411,999473;2102,642706;2065,409755;4519,558119;2241,293178;1395,712561;1430,969239;2303,184935;3431,849936;1922,832587;2697,103848;2996,043338;1606,260188;1217,872947;1734,842548;2050,277;2758,273084;3698,09545;3319,879462;3314,157533;3144,644541;4121,558874;4283,573758;3657,471732;3390,886332;2284,040253;1190,877026;1169,928516;4239,909763;4200,339063;4262,890557;2153,642426;2004,908533;1625,245351;1651,192874;1360,323823;1182,670459;1078,170594;71
31;4578,031916;4846,158662;4712,696254;3229,221417;3291,889111;3803,03015;2498,734745;3510,2294;3682,339071;4091,932313;3236,008141;3327,461085;3250,483912;4468,858911;4548,927009;3433,624046;3530,442878;3533,02349;3618,12692;3075,069745;4148,241116;3768,799802;3930,117332;4492,230083;2376,381721;3095,64961;1608,912549;2088,937913;2708,260187;1354,72733;1955,187766;1697,436971;1922,50541;1544,400082;1862,948585;2030,064056;1684,478125;4289,941502;3082,828669;2112,884067;2153,0332;1523,601484;569,558319;881,4780707;1803,235403;2356,493525;1742,022089;1319,746246;477,686911;1999,908665;1704,673598;1698,951669;1658,311689;1526,820913;1713,076606;1636,894418;494,6132973;1720,303842;3414,539184;2467,546945;1750,4157;1710,845;2596,988119;2142,958786;1438,00812;1686,721913;1826,320765;1954,248345;2154,816472;2294,437729;32
32;1643,021516;1911,148262;1777,685854;479,8447857;542,5124797;868,0197505;1231,142422;548,9692941;721,0789658;1156,921913;412,8307326;366,2009795;779,9456061;1533,848511;1613,916609;475,0852806;1059,904572;574,4847247;659,5881548;113,8096393;1213,230716;1298,261496;995,1069323;1557,219683;1274,185546;4509,768122;4113,321691;3934,023177;4488,74513;3859,136472;2639,518775;2531,442377;1921,533566;2958,185039;3170,374039;1588,463222;2901,473419;5704,060014;4359,294245;3329,879362;2439,031419;3283,912334;2928,187877;2200,386912;3217,353915;3770,612037;3484,712613;3523,807132;2945,131336;2073,119182;1785,540439;1969,382769;2669,686696;2237,964316;4054,463415;4141,303561;2646,874409;2937,299136;4728,840405;3881,665457;1860,79319;1962,876382;1064,974883;4647,367929;3642,069007;3890,7828;3842,297876;3599,646954;3798,789874;3825,414417;46
