MANZENT;Poblacion;id
13127021003001;336;666
13127111004021;125;667
13127021002020;206;668
13127121002020;119;669
13127051002038;128;670
13127131001018;104;671
13127091002014;140;672
13127061002002;94;673
13127011001034;235;674
13127041002006;231;675
13127061007012;49;676
13127061003017;99;677
13127041002011;111;678
13127111002017;67;679
13127041002013;123;680
13127041001007;171;681
13127041002019;198;682
13127121002017;139;683
13127131003030;123;684
13127051001035;148;685
13127041001006;112;686
13127051002031;121;687
13127061005019;124;688
13127081002005;256;689
13127071003001;161;690
13127051002030;93;691
13127041001005;167;692
13127041002018;185;693
13127111003001;71;694
13127051003024;431;695
13127011001501;67;696
13127091002001;129;697
13127051002010;109;698
13127061002012;92;699
13127061002020;101;700
13127101001017;128;701
13127021004007;601;702
13127061005021;122;703
13127051002021;148;704
13127051002022;125;705
13127011002018;72;706
13127131003001;10;707
13127131003008;146;708
13127021001010;243;709
13127021003010;152;710
13127121002030;123;711
13127061001003;125;712
13127091001009;138;713
13127091001004;91;714
13127061004021;225;715
13127041002016;274;716
13127121001004;165;717
13127111005007;113;718
13127041004024;107;719
13127101001006;172;720
13127111001500;307;721
13127131003023;104;722
13127041001002;403;723
13127011002006;182;724
13127041001003;333;725
13127041003049;81;726
13127111003016;109;727
13127061002023;151;728
13127061001035;118;729
13127051002033;151;730
13127011001003;281;731
13127051001034;203;732
13127111003022;65;733
13127081001005;155;734
13127131002009;132;735
13127081001004;202;736
13127041001004;178;737
13127081002008;110;738
13127061004033;186;739
13127131003013;136;740
13127131003009;152;741
13127031002002;238;742
13127131003018;148;743
13127131003005;165;744
13127061004030;206;745
13127111003008;83;746
13127011001005;68;747
13127071001029;159;748
13127131003017;154;749
13127091003501;91;750
13127131003014;185;751
13127081001008;203;752
13127061002007;101;753
13127011002002;0;754
13127061004022;252;755
13127121002024;139;756
13127061007024;93;757
13127061002024;86;758
13127061002001;71;759
13127131002013;36;760
13127011002004;35;761
13127111003009;81;762
13127121001019;114;763
13127061003006;120;764
13127041004019;144;765
13127131003010;151;766
13127091002015;170;767
13127101001009;123;768
13127121001021;116;769
13127061006026;213;770
13127091001026;92;771
13127071001002;112;772
13127111003005;12;773
13127111005012;171;774
13127051002005;159;775
13127041002020;194;776
13127121001020;110;777
13127111002023;285;778
13127121001014;83;779
13127121001015;100;780
13127021002005;202;781
13127041002017;512;782
13127111003017;132;783
13127081003015;99;784
13127111005011;161;785
13127011001012;146;786
13127111002015;187;787
13127071001031;142;788
13127041004005;235;789
13127091001023;96;790
13127061004034;231;791
13127111003007;103;792
13127051002032;134;793
13127101001011;60;794
13127061004032;76;795
13127011002015;154;796
13127041004003;145;797
13127041004020;151;798
13127061003002;195;799
13127031001017;72;800
13127061003011;91;801
13127081003009;138;802
13127091001028;121;803
13127081003008;268;804
13127081003002;162;805
13127081003014;163;806
13127081003007;112;807
13127121001008;157;808
13127101001020;92;809
13127061003012;167;810
13127061003010;162;811
13127081001014;213;812
13127081001010;207;813
13127131002006;119;814
13127081003012;268;815
13127081003013;232;816
13127081001009;143;817
13127081003003;147;818
13127091001008;152;819
13127061003009;213;820
13127081003004;188;821
13127061003007;171;822
13127081003001;138;823
13127061003008;221;824
13127011001002;77;825
13127111001031;237;826
13127121001016;142;827
13127091002002;165;828
13127091001003;147;829
13127051002018;183;830
13127081003010;119;831
13127091001018;146;832
13127091002023;167;833
13127091001006;178;834
13127051002040;227;835
13127051002025;191;836
13127051002012;176;837
13127051002029;18;838
13127101002002;393;839
13127091002016;184;840
13127021001004;130;841
13127051003015;178;842
13127111003012;194;843
13127021003014;221;844
13127051002007;196;845
13127051002008;224;846
13127021004001;446;847
13127081002006;44;848
13127081003011;230;849
13127061002013;127;850
13127131001017;159;851
13127091003500;202;852
13127131001005;167;853
13127011002003;349;854
13127071003017;170;855
13127071004030;157;856
13127081001003;141;857
13127081001002;114;858
13127091002024;208;859
13127121002031;143;860
13127051003010;212;861
13127061002005;125;862
13127061002021;157;863
13127091001024;97;864
13127051002019;204;865
13127091001002;322;866
13127041004018;163;867
13127131002008;157;868
13127111004016;466;869
13127051002024;205;870
13127131003025;202;871
13127101001015;85;872
13127011001006;53;873
13127081001011;242;874
13127071001001;91;875
13127081002004;174;876
13127131003021;246;877
13127061005901;22;878
13127061005901;22;879
13127021001009;751;880
13127061005016;179;881
13127021002019;239;882
13127121001003;228;883
13127041002008;116;884
13127091003003;183;885
13127051001012;25;886
13127061004901;64;887
13127061004901;64;888
13127021003015;95;889
13127041001008;147;890
13127101002001;1225;891
13127081001015;176;892
13127021002021;600;893
13127091002017;189;894
13127081001001;82;895
13127111003010;154;896
13127131001002;31;897
13127131001004;139;898
13127091003002;253;899
13127061004020;262;900
13127061003001;193;901
13127081003006;169;902
13127111004019;1078;903
13127051003013;186;904
13127021002009;230;905
13127131001020;129;906
13127131001019;179;907
13127111005002;841;908
13127061004019;249;909
13127061002017;166;910
13127111004001;16;911
13127051003026;253;912
13127071003020;161;913
13127021002001;200;914
13127061002022;177;915
13127131003020;253;916
13127111003021;163;917
13127061007901;112;918
13127061007901;112;919
13127091002022;242;920
13127071002028;42;921
13127111004006;143;922
13127111001025;612;923
13127071003004;232;924
13127021002004;56;925
13127091002018;249;926
13127071001023;249;927
13127041002005;422;928
13127131002001;206;929
13127031001011;146;930
13127081002007;211;931
13127061002031;0;932
13127101001019;315;933
13127041004025;177;934
13127131002012;251;935
13127061007001;155;936
13127131001014;124;937
13127011001016;22;938
13127121001013;225;939
13127111002028;101;940
13127091001029;184;941
13127101001010;19;942
13127081002001;237;943
13127031001014;205;944
13127081002003;318;945
13127131003022;308;946
13127111001030;253;947
13127091002019;263;948
13127021003901;135;949
13127021003901;135;950
13127081002002;299;951
13127131001021;204;952
13127031001002;114;953
13127061001901;31;954
13127061001901;31;955
13127011001001;249;956
13127131002002;146;957
13127131003012;173;958
13127131003015;188;959
13127091002021;172;960
13127081003005;259;961
13127061002028;179;962
13127061002500;169;963
13127131002004;265;964
13127111001027;674;965
13127031001001;164;966
13127011002008;26;967
13127011001017;152;968
13127131002018;0;969
13127031001010;83;970
13127031001018;186;971
13127111005001;259;972
13127071002003;256;973
13127131002007;117;974
13127051001011;513;975
13127021004012;99;976
13127021001005;715;977
13127101002003;90;978
13127011002010;96;979
13127011002009;9;980
13127131001015;176;981
13127021002003;133;982
13127131001016;226;983
13127111001032;171;984
13127091002025;334;985
13127021002022;407;986
13127031001005;135;987
13127061005024;241;988
13127061004014;336;989
13127131002005;284;990
13127131002011;167;991
13127101001018;78;992
13127061003901;35;993
13127061003901;35;994
13127061003901;35;995
13127071003035;289;996
13127031001004;168;997
13127071002001;320;998
13127131001008;212;999
13127071002002;288;1000
13127061001034;219;1001
13127071004006;331;1002
13127131001012;191;1003
13127091001016;202;1004
13127071002038;415;1005
13127061003014;166;1006
13127051003901;34;1007
13127051003901;34;1008
13127131003026;198;1009
13127091001015;313;1010
13127031001008;89;1011
13127121002019;328;1012
13127111003006;181;1013
13127131001013;119;1014
13127031001007;224;1015
13127131002010;348;1016
13127061002029;201;1017
13127031001013;298;1018
13127031001003;180;1019
13127011001007;72;1020
13127111002022;911;1021
13127091001901;80;1022
13127091001901;80;1023
13127031001016;65;1024
13127131001010;259;1025
13127021002002;277;1026
13127021002017;432;1027
13127051002901;4;1028
13127051002901;4;1029
13127051002901;4;1030
13127121001011;278;1031
13127031001009;210;1032
13127121002002;292;1033
13127071003003;284;1034
13127111002030;51;1035
13127061002006;253;1036
13127121002025;313;1037
13127011001500;152;1038
13127021002500;238;1039
13127131001007;304;1040
13127061007500;302;1041
13127091002020;155;1042
13127061005017;370;1043
13127031001012;367;1044
13127031001015;138;1045
13127091001020;175;1046
13127121003901;41;1047
13127121003901;41;1048
13127091001001;384;1049
13127071003901;181;1050
13127071003901;181;1051
13127041002500;1192;1052
13127111004020;1427;1053
13127021001007;539;1054
13127101001016;215;1055
13127101001500;616;1056
13127091001030;243;1057
13127061006901;40;1058
13127061006901;40;1059
13127061006901;40;1060
13127111002029;161;1061
13127011002007;627;1062
13127131002003;242;1063
13127021004008;59;1064
13127061005015;347;1065
13127091003013;36;1066
13127091003014;135;1067
13127041003001;505;1068
13127061002901;86;1069
13127061002901;86;1070
13127061003013;254;1071
13127101002901;188;1072
13127101002901;188;1073
13127091002011;345;1074
13127101001004;74;1075
13127111003027;168;1076
13127021003007;1407;1077
13127021001002;1013;1078
13127091002010;273;1079
13127091002026;350;1080
13127121001012;335;1081
13127131001022;18;1082
13127071002027;563;1083
13127091002005;113;1084
13127061001500;1423;1085
13127011002013;1355;1086
13127131002016;124;1087
13127101001005;218;1088
13127081001012;753;1089
13127061004001;0;1090
13127131001901;77;1091
13127131001901;77;1092
13127021001006;705;1093
13127041001018;893;1094
13127021001901;534;1095
13127021001901;534;1096
13127111005020;404;1097
13127041001901;48;1098
13127041001901;48;1099
13127041001901;48;1100
13127021001003;6;1101
13127021004004;655;1102
13127091001005;450;1103
13127051001901;35;1104
13127051001901;35;1105
13127071001003;507;1106
13127011002011;564;1107
13127011001901;3;1108
13127011001901;3;1109
13127011001901;3;1110
13127011001901;3;1111
13127011001901;3;1112
13127011001901;3;1113
13127021002010;1388;1114
13127111002018;824;1115
13127081002009;592;1116
13127121003045;813;1117
13127091002009;684;1118
13127091003001;969;1119
13127111005014;1985;1120
13127091003901;77;1121
13127091003901;77;1122
13127031002001;925;1123
13127101001901;7;1124
13127101001901;7;1125
